text,clean,cluster_kmeans
"We have been fighting a lot and have 3 kids but we both want to stay together. I need some help to save our family. Hello, I do not live in the California area. However, perhaps I could make some suggestions as to where you might look for free counseling. First, I must mention that most insurances now cover for many different types of issues, including family issues. If your girlfriend lives with you, most insurances now cover ""live-in partners,"" as well. If you have insurance, contact your policy provider and ask whether or not couples counseling is included.Aside from insurance, the next place that comes to mind is a religious affiliation. Do you belong to a church or other religious organization? Many of the pastors or leaders in these disciplines have significant training in counseling, as well as assisting with marriage and couples counseling. These services are ordinarily offered free of charge to members.Another option might be to explore support groups within the area. There may be a group in the form of a couples support group that brings couples together to explore their relationships in the safety of the group. If you find there are no such groups in your area, there are anonymous, support groups online. Here is one such site: http://relationship.supportgroups.com/",fighting lot 3 kids want stay together need help save family hello live california area however perhaps could make suggestions might look free counseling first must mention insurances cover many different types issues including family issues girlfriend lives insurances cover live partners well insurance contact policy provider ask whether couples counseling included aside insurance next place comes mind religious affiliation belong church religious organization many pastors leaders disciplines significant training counseling well assisting marriage couples counseling services ordinarily offered free charge members another option might explore support groups within area may group form couples support group brings couples together explore relationships safety group find groups area anonymous support groups online one site http relationship supportgroups com,5
"I find myself lying about small everyday things that there is really no need to lie about. How do I figure out what triggers me to do this? And how do I help overcome this problem? I would like to become more honest and open no matter the situation. Well let's start with the awesome realization you've already had, you want to notice that you have triggers. That's huge. Really. I find that when people lie, it's most often as a defense mechanism. Which is likely a flag that something doesn't feel safe. What exactly doesn't feel safe could be lots of different things but the key to notice is that it's that feeling of insecurity that is very likely triggering you. It could really help to explore this with therapist, perhaps even someone with a trauma specialty -- that's not to say this is related to a trauma but more so to suggest that therapists specializing in trauma are very skilled at helping to identify and assist in repatterning your triggers!",find lying small everyday things really need lie figure triggers help overcome problem would like become honest open matter situation well let start awesome realization already want notice triggers huge really find people lie often defense mechanism likely flag something feel safe exactly feel safe could lots different things key notice feeling insecurity likely triggering could really help explore therapist perhaps even someone trauma specialty say related trauma suggest therapists specializing trauma skilled helping identify assist repatterning triggers,5
"I have dog obsession disorder and I am having problems with my girlfriend because I am placing more importance to my two dogs over her. How do I get over this problem and prioritize my girlfriend over my two dogs? Hey, dogs are cool. They adore pleasing humans and often LOVE to work on learning what you want and expect from them. Your girlfriend on the other hand, likely has her own desires and needs that she attend to before tuning into yours. You are good with dogs, that tells me that you've spent some time observing their behavior. The first step in working through this issue would be similar, start to tune into and observe your girlfriend more often... Observation is a skill when it comes to relationship building. The skills you have mastered in relating with your dogs can carry over, you will just have to relearn what behaviors you are watching. And keep in mind that also means observing yourself in relationships.",dog obsession disorder problems girlfriend placing importance two dogs get problem prioritize girlfriend two dogs hey dogs cool adore pleasing humans often love work learning want expect girlfriend hand likely desires needs attend tuning good dogs tells spent time observing behavior first step working issue would similar start tune observe girlfriend often observation skill comes relationship building skills mastered relating dogs carry relearn behaviors watching keep mind also means observing relationships,2
"He's been losing feelings and he doesn't know why. I love him very very much. He sometimes thinks I'm obsessed when I'm not at all. I give him his space and I make sure he's okay but sometimes I think if me and him saw each other more it would be better? I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling. He's a great guy! I just don't know why he's been losing feelings towards me. He's starting to put less effort in talking to me. At this point I'll do anything to just make us better as a couple. I tried talking to him but he doesn't like talking about it much. Advice on what to do? I'm willing to bet that this isn't what you are hoping to hear, but I'd suggest giving him space. Ooph, that's a tough one, right?! I know. But here's the thing, when you keep trying to process and talk it out with him you keep pushing him away. He needs to feel like a solid and whole person (as you do too) to be able to be fully in your relationship. It's the work of being in relationship to learn this. I get that this is tough stuff. I wonder, outside of being with him, how do you soothe and calm yourself? That's the stuff for you to tune into and focus on right now.",losing feelings know love much sometimes thinks obsessed give space make sure okay sometimes think saw would better truly want get better kind hard stress love life losing feelings sad feeling great guy know losing feelings towards starting put less effort talking point anything make us better couple tried talking like talking much advice willing bet hoping hear suggest giving space ooph tough one right know thing keep trying process talk keep pushing away needs feel like solid whole person able fully relationship work relationship learn get tough stuff wonder outside soothe calm stuff tune focus right,2
"We do communicate but one of us has trouble accepting what the other person says. How can I fix things? Being able to accept your partner's influence is a key relationship skill. And it's very two sided.  Chances are if you don't feel your partner is being influenced by you, they likely don't feel you are being influenced by them either. The best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence.  Play with it.",communicate one us trouble accepting person says fix things able accept partner influence key relationship skill two sided chances feel partner influenced likely feel influenced either best fix practice soften partner see much open influence play,2
"I haven't uttered one word to my boyfriend in days. Now I'm over it and don't know how to approach the situation? In any relationship, it is important to be able to say ""I'm sorry"" because it shows vulnerability and openness. I recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future. If you find yourself becoming upset again, I encourage you to take a 20 minute break and then come back to the conversation once you are no longer heated. Studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hear/understand what your partner is trying to convey.",uttered one word boyfriend days know approach situation relationship important able say sorry shows vulnerability openness recommend sit discussion calm upset would like handle incidents future find becoming upset encourage take 20 minute break come back conversation longer heated studies show talking discussing arguments effective cooled likely hear understand partner trying convey,2
"I've been abused emotionally all of my life and for some reason I keep getting with men that I let emotionally abused me.
 How can I stop it? I know the mistakes that I've made in my life. I'm having a really hard time getting back on my feet. Can you help me please? I want to applaud you for taking this first step towards realizing that this is an issue and wanting to do something about it.  You are already on the road to a happier life with this realization.  A lot of women do not recognize that it may be something about them that continues to attract a man like this and will only blame it on the men for treating them that way.  Until you realize there is a problem you won’t start looking for a solution.Don’t misunderstand me!  The abuse is not your fault! You are seeing a pattern, though, so this does need to be addressed. First, go and buy the book “Boundaries: Where You End and I Begin” by Anne Katherine.  Read it.  This book describes many situations that are similar to yours, describes how a person came to be that way, and how to stop it.  You will have to learn to set good boundaries in your life and to maintain them.Be single for a while.  Stay single until you feel like a whole, healthy, happy person on your own.  Often we get in a relationship because of a need.  If you feel like you need a person in your life to make you a whole person then you are in a relationship for the wrong reasons.  The first step is to work on whatever it is in you that makes you feel like you need another person in your life.  Identify those needs and then learn to fulfill them on your own.I was doing a couples therapy session and the husband was being emotionally abusive to the wife.  This was a recurrent theme for her, like you are saying it is for you.  However, she had been doing a lot of work on her own and in private therapy, and this was a new relationship.  Obviously she still had not “gotten it right” because she did once again attract a man with these tendencies.  The difference this time was that she had done a lot of work on herself and had become a stronger person.  When she looked at him in our session and said to him “I don’t need you. I want you.  But not if you are going to continue to act like this.  So you leave the house and don’t come back until you are ready to make some changes.”  She stuck to that, too.  He didn’t leave for two more days because he kept telling her he would do different and begging to be allowed to stay.  She had drawn a boundary and stuck to it, and he left. She was fully prepared to be single again.  They actually did end up working things out in the end.You can’t let someone stay and continue to treat you badly.  Sure, a marriage takes work and compromise on both sides.  Couples therapy can help you both learn to communicate in a healthier way with each other and can help you realize what areas in the relationship need work.  You may not realize how some of the things you say to him comes across, and he may not realize how what he says does to you.  A therapist can help you with this so that you both learn how your words can hurt. But you need to know your boundaries and be prepared to stick to them and not compromise your boundaries.  That means following through on the threat to leave when he continues to abuse you.  Someone can’t do that if they are too scared to be alone.  If they feel they need the other person in their life. These patterns are developed in early childhood from what we learn from our parents.  When someone has grown up in a dysfunctional family, it is all they know.  Even when you can say that you realize it is a problem, you still don’t know how to stop it because you never learned any other way of interacting with people.  Something that took a lifetime to learn will take time and work to overcome.  Be patient with yourself and find a good therapist.  You can’t change your partner.  Work on you, and when you begin to heal and feel healthy, the right people will come into your life and stay.  The more you focus on trying to change the wrong ones to be what you want the more frustrated you will become.",abused emotionally life reason keep getting men let emotionally abused stop know mistakes made life really hard time getting back feet help please want applaud taking first step towards realizing issue wanting something already road happier life realization lot women recognize may something continues attract man like blame men treating way realize problem start looking solution misunderstand abuse fault seeing pattern though need addressed first go buy book boundaries end begin anne katherine read book describes many situations similar describes person came way stop learn set good boundaries life maintain single stay single feel like whole healthy happy person often get relationship need feel like need person life make whole person relationship wrong reasons first step work whatever makes feel like need another person life identify needs learn fulfill couples therapy session husband emotionally abusive wife recurrent theme like saying however lot work private therapy new relationship obviously still gotten right attract man tendencies difference time done lot work become stronger person looked session said need want going continue act like leave house come back ready make changes stuck leave two days kept telling would different begging allowed stay drawn boundary stuck left fully prepared single actually end working things end let someone stay continue treat badly sure marriage takes work compromise sides couples therapy help learn communicate healthier way help realize areas relationship need work may realize things say comes across may realize says therapist help learn words hurt need know boundaries prepared stick compromise boundaries means following threat leave continues abuse someone scared alone feel need person life patterns developed early childhood learn parents someone grown dysfunctional family know even say realize problem still know stop never learned way interacting people something took lifetime learn take time work overcome patient find good therapist change partner work begin heal feel healthy right people come life stay focus trying change wrong ones want frustrated become,2
"I have been with a guy for 4 years, he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do? Hi there. Wow, this sounds like a sticky situation; however, I’m here to help guide you through this decision. First and foremost, you must ask yourself, if you ever loved your sons’ father or was it a situation to where you two got pregnant and stayed together for the child. It’s very common to stay with your partner when a child is involved regardless, if love is involved or not because “it’s the right thing to do.” Right? Well, not entirely. Although, staying with your partner because you have a child together may seem right, in fact, it hurts the child in the long run. If you are not love with your partner, you will show distance, unhappiness, sadness, possibility of frequent arguments and cheating. When a child grows up in the home and witnesses these types of emotions & behaviors it is unhealthy as he/she will expect their own relationships to be such. As a responsible adult, you are supposed to be there to shape and model the future for your child. Just remember, what you do, your child will model. Secondly, do not sell yourself short from love. Everyone deserves to be happy and to have someone to share their love and intimacy with. However, being in love with someone you have never seen before can be very risky. Honestly, that sounds like lust and the longing of love. Humans have needs and when people are unhappy in their current relationship, they often seek out what they need. If you decide to pursue the second relationship, I would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days. Finally, I am not convinced that this has anything to do with choosing between two guys. This seems as if you are making a decision to end the relationship with your child’s father or not. You should ask yourself, if you were in love with your child’s father first off. If you were, you would have never sought after love. I hope this was helpful for you and I hope I was able to shed a different light on your situation. Take care of yourself!",guy 4 years great guy also son together problem love guy talking 2 years never met person honestly bored relationship first guy makes want go second guy know tell hi wow sounds like sticky situation however help guide decision first foremost must ask ever loved sons father situation two got pregnant stayed together child common stay partner child involved regardless love involved right thing right well entirely although staying partner child together may seem right fact hurts child long run love partner show distance unhappiness sadness possibility frequent arguments cheating child grows home witnesses types emotions behaviors unhealthy expect relationships responsible adult supposed shape model future child remember child model secondly sell short love everyone deserves happy someone share love intimacy however love someone never seen risky honestly sounds like lust longing love humans needs people unhappy current relationship often seek need decide pursue second relationship would suggest setting outing friend two order get know person lot scammers days finally convinced anything choosing two guys seems making decision end relationship child father ask love child father first would never sought love hope helpful hope able shed different light situation take care,2
"I have been with this guy on and off for 8 years. At first, we used to do things together and our sex life was ok. Then things started to change, we'd break up and reconnect, and he cheated on me numerous times. We've also had two beautiful baby girls during this time. Now we argue and he says I am not affectionate at all or I don't know how to please a man, when I work part-time, take care of a 2 year old and a 5 month old and cook. Sometimes he cooks, but he also spends a lot of time on the internet. In addition, I have 2 boys and he has 1 son. I feel somewhere I have lost something. It's not that I don’t care, I truly love this guy, but I'm just tired of being the one who is always being judged. Please, I am in need of a Christian counselor to help us because I really need to speak to someone. I don't think you’ve lost something, I think you’ve found something - your breaking point, and it's about time. Your boyfriend seems to be a very selfish and immature man who reconnects with you when it's convenient for him. Obviously, he has his own issues, but I want to address yours. I agree you need to talk to someone. The fact that you’ve put up with his repeated cheating and then letting him blame you for it (by saying you're not affectionate enough, etc.), tells me you probably have low self-esteem and have likely told yourself over the years that you don't deserve any better. You do! You may truly love this guy, but based on his behaviors, he does not love you, not in the way you deserve.  And although you may want to believe he can change, he has proved over and over again that he's not willing to, so you need to do what is best for you and your children. What would you tell your daughters if someone was treating them this way? Would you want your sons to treat women this way? That's what you're teaching your children when they see this.Like I said, I agree that you should talk to someone. You can ask your boyfriend to go too, but my guess is he won't. Even if he does, you should still see someone individually to work on YOU. I understand it's not easy to just kick him out, especially since you have children together, but a counselor can help you talk through all the details while helping you raise your self-esteem and self-worth.",guy 8 years first used things together sex life ok things started change break reconnect cheated numerous times also two beautiful baby girls time argue says affectionate know please man work part time take care 2 year old 5 month old cook sometimes cooks also spends lot time internet addition 2 boys 1 son feel somewhere lost something care truly love guy tired one always judged please need christian counselor help us really need speak someone think lost something think found something breaking point time boyfriend seems selfish immature man reconnects convenient obviously issues want address agree need talk someone fact put repeated cheating letting blame saying affectionate enough etc tells probably low self esteem likely told years deserve better may truly love guy based behaviors love way deserve although may want believe change proved willing need best children would tell daughters someone treating way would want sons treat women way teaching children see like said agree talk someone ask boyfriend go guess even still see someone individually work understand easy kick especially since children together counselor help talk details helping raise self esteem self worth,2
"Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together. It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again. Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her. Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me. The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do. I am sorry to hear of these troubles. I see a few issues here. I wonder why you were both trying to get pregnant when the relationship seemed troubled? Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you. People in a relationship can still be unhappy even when there is no abuse or mistreatment going on. In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy. It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship. Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read. One is Codependent No More. The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable. You cannot change her and cannot change her mind. Sometimes the best thing is to let go. If it is meant to be, you will end up back together again. It seems like this is something that she needs to decide since she is the one that keeps doing the leaving. I suggest backing off and letting her go. Maybe she needs time to clear her head and make up her mind. If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own.",girlfriend broke said loves love anymore came nowhere seemed happy together started went missouri visit family first week fine went one sister house everything changed told loved love anymore thought maybe missed family wanted home told could leave told come missouri quit job dropped everything said goodbye family florida drove 15 straight hours got everything fine apologized everything said mean good week went back saying love anymore feelings thing really gets makes want accept pregnant accident trying get pregnant hard accept love much never bad treated best wanted wife going propose got back losing family mind know sorry hear troubles see issues wonder trying get pregnant relationship seemed troubled people think fix broken relationship getting pregnant bring problems say never treated badly believe people relationship still unhappy even abuse mistreatment going fact giving much relationship self outside relationship unhealthy takes two whole healthy happy people way single come together make whole healthy happy couple relationship expecting partner meet needs provide happiness going work two books recommend buy read one codependent relationship saved sometimes cling try even harder hold onto someone makes miserable cannot change cannot change mind sometimes best thing let go meant end back together seems like something needs decide since one keeps leaving suggest backing letting go maybe needs time clear head make mind meant come back use time work healthy happy,2
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. What most people don't know is that sexual preferences can be fluid, meaning our sexual orientation is not as fixed as most people believe.  Women in particular tend to be more fluid in their desire to express and experience sex.  It is not uncommon for heterosexual women in their mid-life to explore new sexual appetites.  That said, men tend to be more rigid in their orientations particularly if they are hetero while gay men tend to be more fluid.  So if your distress is over your new interests I would tell you, you are not alone and not abnormal.  Since you have started exploring, enjoy and consider seeing a therapist to help you navigate your feelings around this new sexual life! Warm wishes.",40 years straight could find interested people sex sex encounters people know sexual preferences fluid meaning sexual orientation fixed people believe women particular tend fluid desire express experience sex uncommon heterosexual women mid life explore new sexual appetites said men tend rigid orientations particularly hetero gay men tend fluid distress new interests would tell alone abnormal since started exploring enjoy consider seeing therapist help navigate feelings around new sexual life warm wishes,5
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. Sexuality is normally formed during adolescence. It would be extremely rare for someone to develop feelings of same-sex attraction later in life. I would explore whether the attraction you are experiencing is sexually-based or intimacy-based. Perhaps you are craving a close, emotionally intimate relationship with the same-sex, but have somehow sexualized that desire. People often short-cut emotional intimacy for sexual intimacy. This would be something to explore with a counselor.",40 years straight could find interested people sex sex encounters sexuality normally formed adolescence would extremely rare someone develop feelings sex attraction later life would explore whether attraction experiencing sexually based intimacy based perhaps craving close emotionally intimate relationship sex somehow sexualized desire people often short cut emotional intimacy sexual intimacy would something explore counselor,2
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. Few people are actually 100% straight or 100% gay.  Sexual preference exists on a continuum. Over the course of many years a person's sexual preference may shift.",40 years straight could find interested people sex sex encounters people actually 100 straight 100 gay sexual preference exists continuum course many years person sexual preference may shift,5
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. Sexuality is fluid. It is possible to find yourself attracted sexually or affectionally to different types of people at different times in your life.",40 years straight could find interested people sex sex encounters sexuality fluid possible find attracted sexually affectionally different types people different times life,5
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. During these encounters did you feel safe? accepted? Where you able to experience something new in your life? It is natural to feel attraction to all people. As young children we love everyone. It was as we got older that the social constructs had us make a ""choice"". It could have been that you were always attracted to the same sex, but now are allowing yourself to feel and explore. But also know that life is interesting as we grow and mature we find that we like things we never liked before, things we said we would never do now seem appealing. What is the story you are telling yourself about having these interests? Try to not overthink your attractions. See where they take you. You are on a journey to discover yourself.",40 years straight could find interested people sex sex encounters encounters feel safe accepted able experience something new life natural feel attraction people young children love everyone got older social constructs us make choice could always attracted sex allowing feel explore also know life interesting grow mature find like things never liked things said would never seem appealing story telling interests try overthink attractions see take journey discover,5
"After 40 years of being straight, how could I now find myself interested in people of the same sex? I have had a few same sex encounters of my own doing. There are many possible answers to your question.The best one will be the one you decide after reflecting on your own reasoning as to your sexual attraction change.Sometimes people inhibit their sexuality bc of fear others will disapprove.  Currently since in most circles being gay is acceptable, the conditions are much easier now to come out.Maybe this describes you.How happy are you in your marriage?Sometimes people find it easier to discover a sudden change in their sexuality than to face painful emotions in an existing marriage.These are only two theoretical possibilities and may not even reflect your own.What matters is your self-discovery and that you trust your findings as the answer to your question.",40 years straight could find interested people sex sex encounters many possible answers question best one one decide reflecting reasoning sexual attraction change sometimes people inhibit sexuality bc fear others disapprove currently since circles gay acceptable conditions much easier come maybe describes happy marriage sometimes people find easier discover sudden change sexuality face painful emotions existing marriage two theoretical possibilities may even reflect matters self discovery trust findings answer question,5
"I'm a girl, and I can't tell whether I'm bisexual or gay. I like girls a little more than boys, but I don't really know. I would ask you, ""do you feel like you need to come up with a label?"" Is there something about identifying as one or the other that would be helpful for you? From what current science has told us about sexual orientation, it's a spectrum. There are people on the spectrum who are clearly gay, or clearly heterosexual, and then there is everyone in between, which includes being ""bisexual"" (which I guess in the spectrum would be smack in the middle?)It may be too early for you to identify as any one thing on that spectrum (as you say, ""but I don't really know""), or maybe as you move through life you just won't identify as any one thing, and that's totally okay. The most important thing, in my professional opinion, is to accept yourself, fully, for whatever it is that you are. The second most important thing, in my professional opinion too, is to be honest with yourself and your partners about however you do identify your sexual orientation.",girl tell whether bisexual gay like girls little boys really know would ask feel like need come label something identifying one would helpful current science told us sexual orientation spectrum people spectrum clearly gay clearly heterosexual everyone includes bisexual guess spectrum would smack middle may early identify one thing spectrum say really know maybe move life identify one thing totally okay important thing professional opinion accept fully whatever second important thing professional opinion honest partners however identify sexual orientation,5
"I'm a girl, and I can't tell whether I'm bisexual or gay. I like girls a little more than boys, but I don't really know. Sexual orientation is not always something that is clearly definable. Some people look at it on a continuum where being attracted to only boys is at one end, only girls is at the other, and bisexual is in the middle. Anywhere in between those points can be any amount of attraction to boys or girls.If you don't know whether you are gay or bisexual, that is okay. A lot of people don't know for quite some time. In addition to that, after people do know who they are attracted to, a lot of times they do not use the terms ""gay"" or ""bisexual"" for quite a while.It's okay not to know.Think about what sorts of expectations you have for your ideal relationship. Some examples may include trust, respect, availability for conversation or connection, etc. Whatever it is that you find important in a relationship is likely what matters most.If you are struggling with learning what it is that you would like in a relationship or any other feelings connected with what you are thinking and feeling, I would suggest connecting with a local therapist so you have a place to talk about what you are experiencing.",girl tell whether bisexual gay like girls little boys really know sexual orientation always something clearly definable people look continuum attracted boys one end girls bisexual middle anywhere points amount attraction boys girls know whether gay bisexual okay lot people know quite time addition people know attracted lot times use terms gay bisexual quite okay know think sorts expectations ideal relationship examples may include trust respect availability conversation connection etc whatever find important relationship likely matters struggling learning would like relationship feelings connected thinking feeling would suggest connecting local therapist place talk experiencing,2
What should I do when we see each other? I am so sorry this happened.  Sharing a part of your private life without your permission can be so painful.  I might suggest (depending on your relationship) reaching out to your sister and discussing this (or setting boundary that you don't want to discuss your private life).  I might also speak with your wife and share how hurt you are and what you need to happen moving forward to begin to heal.,see sorry happened sharing part private life without permission painful might suggest depending relationship reaching sister discussing setting boundary want discuss private life might also speak wife share hurt need happen moving forward begin heal,5
"What should I do when we see each other? Echoing others here, I'm sorry, she shouldn't have. Hopefully, you will have a conversation (or, in reality, several conversations) about relationship expectations of privacy~ Are there things your wife would prefer you not share with her family? Without exploring what is or isn't okay through healthy dialog, it's entirely possible she felt her sister was 'in the circle' of people she could share this with. All that said, though ... now that you've been outed, you have an opportunity to be more authentically you: what will you do with it?",see echoing others sorry hopefully conversation reality several conversations relationship expectations privacy things wife would prefer share family without exploring okay healthy dialog entirely possible felt sister circle people could share said though outed opportunity authentically,2
"What should I do when we see each other? I am so sorry that this happened.  Nobody deserves to be outed without their permission.  I would encourage you to get in touch with someone who is supportive and accepting and plan to touch base with them after you see your wife's sister.  You can also plan to take some time for self care after you see her.  For example, if you enjoy bike rides, plan on taking a bike ride afterward.  Plan to do something that feels nurturing and caring.  Best of luck!",see sorry happened nobody deserves outed without permission would encourage get touch someone supportive accepting plan touch base see wife sister also plan take time self care see example enjoy bike rides plan taking bike ride afterward plan something feels nurturing caring best luck,5
"I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender. Hi, as an affirming gender therapist I like to let people know that like sexuality, gender is a spectrum too.  It's possible to look like a girl and feel more like a boy, just as it's possible to feel halfway between a boy and a girl, or anywhere else on a horizontal line with two points between it.  Some people use different pronouns or words to express their gender and that's okay.  It's up to you to find out what is most comfortable.",born girl look like boy sometimes feel like different variation gender know say someone asks gender get really confused usually say birth gender hi affirming gender therapist like let people know like sexuality gender spectrum possible look like girl feel like boy possible feel halfway boy girl anywhere else horizontal line two points people use different pronouns words express gender okay find comfortable,5
"I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender. If you're feeling like your gender is different than the gender you are born with, and there are many different terms to help describe that. Gender is actually looked at on a spectrum. Transgender is just one of those terms, but looking at the information here may help: http://www.transequality.org/about-transgender. I'm not saying that you should use the term transgender to describe yourself because that may not accurately describe what you are experiencing, but I'm just trying to point you to some more resources.As for what to say to someone who asks your gender, that becomes a question with a lot of different parts. This is probably something that would be best talked out with someone else who you trust. I don't know whether that is your family, friends, and mental health professional, and member of the clergy, or someone else. There are many different things than you could say and they are all related to how much you already to share with other people about how you feel regarding your gender.Generally, I would suggest it would be important to become comfortable with how you feel yourself and possibly tell some people whom you really trust first. Also consider that once you tell someone something, it's not possible to undo it, so if you tell someone, they may tell someone else. Then there is also the matter of people having very different reactions related to different genders and not everyone will be supportive. I hope that you are able to surround yourself with some people who are willing to understand and work through this with you so that you have some ideas how to react if you come across someone who does not understand.Please remember that there is always someone to talk with.",born girl look like boy sometimes feel like different variation gender know say someone asks gender get really confused usually say birth gender feeling like gender different gender born many different terms help describe gender actually looked spectrum transgender one terms looking information may help http www transequality org transgender saying use term transgender describe may accurately describe experiencing trying point resources say someone asks gender becomes question lot different parts probably something would best talked someone else trust know whether family friends mental health professional member clergy someone else many different things could say related much already share people feel regarding gender generally would suggest would important become comfortable feel possibly tell people really trust first also consider tell someone something possible undo tell someone may tell someone else also matter people different reactions related different genders everyone supportive hope able surround people willing understand work ideas react come across someone understand please remember always someone talk,5
"I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender. I agree with Sherry, it is OK to give the answer that you feel most familiar with.  The most important part is not who people think you are, but that you know who you are.  Read about gender identity and fluidity.  Discovering the answer is a process, don't rush it to comply with others either way.  If you feel that this is a constant issue that keeps you awake and keeps you from enjoying your life, consider going to a therapist to discuss your feelings and concerns. ¿Qué significa que yo me sienta como diferentes géneros?Nací como niña. Me veo como niño.  A veces siento como una variación diferente de género.  No sé qué decirle a otros cuando pregunta que soy.  Me siento confuso y solo digo mi genero de nacimiento. Estoy de acuerdo con Sherry, está bien dar la respuesta que se sienta más cómoda.  La parte más importante no es quien las otras personas piensen que eres, sino quien tú piensas que eres.  Lee sobre el tema de identidad de género y fluidez de género.  Descubrir tu género puede ser un proceso, no lo apresures para complacer a otras personas.  Si sientes que este tema te esta quitando el sueno y te impide disfrutar tu vida, habla con tu consejero sobre tus sentimientos y preocupaciones.",born girl look like boy sometimes feel like different variation gender know say someone asks gender get really confused usually say birth gender agree sherry ok give answer feel familiar important part people think know read gender identity fluidity discovering answer process rush comply others either way feel constant issue keeps awake keeps enjoying life consider going therapist discuss feelings concerns qu significa que yo sienta como diferentes g neros nac como ni veo como ni veces siento como una variaci n diferente de g nero qu decirle otros cuando pregunta que soy siento confuso solo digo mi genero de nacimiento estoy de acuerdo con sherry est bien dar la respuesta que se sienta c moda la parte importante es quien las otras personas piensen que eres sino quien piensas que eres lee sobre el tema de identidad de g nero fluidez de g nero descubrir tu g nero puede ser un proceso lo apresures para complacer otras personas si sientes que este tema te esta quitando el sueno te impide disfrutar tu vida habla con tu consejero sobre tus sentimientos preocupaciones,3
